site_id,lat,lon,source,state,date,ls_type,trigger,landslide_occurred
negative_manipur_00950,24.708053311256926,94.29483432324683,negative_sample,Manipur,,none,none,0
negative_manipur_00951,24.97399104221637,94.22092451252574,negative_sample,Manipur,,none,none,0
negative_manipur_00952,25.435341786123978,93.7525501407043,negative_sample,Manipur,,none,none,0
negative_manipur_00953,24.598559566656213,94.01259287175692,negative_sample,Manipur,,none,none,0
negative_manipur_00954,24.940887910199727,93.55699207076162,negative_sample,Manipur,,none,none,0
negative_manipur_00955,24.8739423035379,94.19932414573215,negative_sample,Manipur,,none,none,0
negative_manipur_00956,25.14006002336435,93.73286301977251,negative_sample,Manipur,,none,none,0
negative_manipur_00957,24.072285335324676,93.74213526993951,negative_sample,Manipur,,none,none,0
negative_manipur_00958,25.123098109414162,94.04860878834347,negative_sample,Manipur,,none,none,0
negative_manipur_00959,25.249583872238862,93.76043418490926,negative_sample,Manipur,,none,none,0
negative_manipur_00960,24.28055644096311,93.34615314474499,negative_sample,Manipur,,none,none,0
negative_manipur_00961,24.621322398852776,93.4397846942426,negative_sample,Manipur,,none,none,0
negative_manipur_00962,24.23484721208198,94.12633208450181,negative_sample,Manipur,,none,none,0
negative_manipur_00963,24.2093501792453,93.4684998676414,negative_sample,Manipur,,none,none,0
negative_manipur_00964,24.356299553860353,94.06291556774235,negative_sample,Manipur,,none,none,0
negative_manipur_00965,25.24636006438304,93.76369785953636,negative_sample,Manipur,,none,none,0
negative_manipur_00966,24.438488946297234,94.03364068866237,negative_sample,Manipur,,none,none,0
negative_manipur_00967,25.019668409097886,93.40664800436058,negative_sample,Manipur,,none,none,0
negative_manipur_00968,24.107812525881332,93.80835838260334,negative_sample,Manipur,,none,none,0
negative_manipur_00969,24.49489087983641,93.48848650660095,negative_sample,Manipur,,none,none,0
negative_manipur_00970,24.87894102181446,93.29141910473228,negative_sample,Manipur,,none,none,0
negative_manipur_00971,25.405767774466614,93.64665050592941,negative_sample,Manipur,,none,none,0
negative_manipur_00972,24.791044584042467,93.86759319230148,negative_sample,Manipur,,none,none,0
negative_manipur_00973,24.363305627200297,93.81759829564957,negative_sample,Manipur,,none,none,0
negative_manipur_00974,24.000207057131956,93.90511453578863,negative_sample,Manipur,,none,none,0
negative_manipur_00975,25.152393033753878,93.98740980339356,negative_sample,Manipur,,none,none,0
negative_manipur_00976,24.493732837455216,94.03751123894259,negative_sample,Manipur,,none,none,0
negative_manipur_00977,24.42382341137392,93.97089763416449,negative_sample,Manipur,,none,none,0
negative_manipur_00978,24.732224938915852,93.09646527920204,negative_sample,Manipur,,none,none,0
negative_manipur_00979,24.2388005123234,93.91577313578487,negative_sample,Manipur,,none,none,0
negative_manipur_00980,24.410065410623275,94.11071333854574,negative_sample,Manipur,,none,none,0
negative_manipur_00981,25.521378412869268,94.2455611517816,negative_sample,Manipur,,none,none,0
negative_manipur_00982,24.018811305233214,93.70270514435687,negative_sample,Manipur,,none,none,0
negative_manipur_00983,25.33725701850602,93.7495153865056,negative_sample,Manipur,,none,none,0
negative_manipur_00984,24.05007922366187,93.77072550796073,negative_sample,Manipur,,none,none,0
negative_manipur_00985,25.3929831451086,93.65146463501809,negative_sample,Manipur,,none,none,0
negative_manipur_00986,24.9708225707926,93.96778348361107,negative_sample,Manipur,,none,none,0
negative_manipur_00987,24.168857742743192,93.3312921501835,negative_sample,Manipur,,none,none,0
negative_manipur_00988,24.396241119856978,93.77041834900244,negative_sample,Manipur,,none,none,0
negative_manipur_00989,24.923438720655987,93.2791879160848,negative_sample,Manipur,,none,none,0
negative_manipur_00990,25.222374933906885,94.2691665930611,negative_sample,Manipur,,none,none,0
negative_manipur_00991,24.227173342713783,93.83066152173822,negative_sample,Manipur,,none,none,0
negative_manipur_00992,24.35820497575872,93.36318880848027,negative_sample,Manipur,,none,none,0
negative_manipur_00993,24.854800592372207,93.28547881771755,negative_sample,Manipur,,none,none,0
negative_manipur_00994,24.5946705778854,93.23406503357123,negative_sample,Manipur,,none,none,0
negative_manipur_00995,25.318717019711347,94.005204523865,negative_sample,Manipur,,none,none,0
negative_manipur_00996,24.92300753180046,94.07407531380996,negative_sample,Manipur,,none,none,0
negative_manipur_00997,25.042694695957614,92.89513203793119,negative_sample,Manipur,,none,none,0
negative_manipur_00998,25.01751421524851,93.47249469348876,negative_sample,Manipur,,none,none,0
negative_manipur_00999,24.69612505224301,93.43291708743403,negative_sample,Manipur,,none,none,0
negative_manipur_01000,24.024623278764892,93.6386490690643,negative_sample,Manipur,,none,none,0
negative_manipur_01001,24.999531343361316,93.58721241802655,negative_sample,Manipur,,none,none,0
negative_manipur_01002,24.073252323637824,93.80202395609396,negative_sample,Manipur,,none,none,0
negative_manipur_01003,24.455660836464617,94.0282933116145,negative_sample,Manipur,,none,none,0
negative_manipur_01004,24.458180284114256,93.71208911605586,negative_sample,Manipur,,none,none,0
negative_manipur_01005,24.343990650592,94.07711968113748,negative_sample,Manipur,,none,none,0
negative_manipur_01006,24.41901184706278,94.22254550201573,negative_sample,Manipur,,none,none,0
negative_manipur_01007,25.258453081255826,93.94077004072312,negative_sample,Manipur,,none,none,0
negative_manipur_01008,24.026627646592033,93.50436625174397,negative_sample,Manipur,,none,none,0
negative_manipur_01009,25.040215570385385,93.08655294447236,negative_sample,Manipur,,none,none,0
negative_manipur_01010,24.500979209852613,94.32380070530859,negative_sample,Manipur,,none,none,0
negative_manipur_01011,24.549517683967203,94.02651061201952,negative_sample,Manipur,,none,none,0
negative_manipur_01012,24.741182837800693,94.55125341580302,negative_sample,Manipur,,none,none,0
negative_manipur_01013,25.076089450249874,92.99003525046203,negative_sample,Manipur,,none,none,0
negative_manipur_01014,24.566035546225084,93.85007428940735,negative_sample,Manipur,,none,none,0
negative_manipur_01015,25.285817857100746,93.86624061079392,negative_sample,Manipur,,none,none,0
negative_manipur_01016,25.290586643111215,94.38656938688084,negative_sample,Manipur,,none,none,0
negative_manipur_01017,24.144590734784693,93.63404104622182,negative_sample,Manipur,,none,none,0
negative_manipur_01018,24.206100584391383,93.844904728964,negative_sample,Manipur,,none,none,0
negative_manipur_01019,24.76640401685473,92.9023639356303,negative_sample,Manipur,,none,none,0
negative_manipur_01020,25.348384345629356,94.00477215419097,negative_sample,Manipur,,none,none,0
negative_manipur_01021,25.35344845026964,94.24116464671918,negative_sample,Manipur,,none,none,0
negative_manipur_01022,25.101322443432824,94.19894114305212,negative_sample,Manipur,,none,none,0
negative_manipur_01023,25.503301718629817,94.16886052293722,negative_sample,Manipur,,none,none,0
negative_manipur_01024,25.3761156371865,94.34465481655036,negative_sample,Manipur,,none,none,0
negative_manipur_01025,24.69652471604619,93.47295954860891,negative_sample,Manipur,,none,none,0
negative_manipur_01026,24.647215953048065,93.19751257782941,negative_sample,Manipur,,none,none,0
negative_manipur_01027,24.585645487713535,93.76982537460003,negative_sample,Manipur,,none,none,0
negative_manipur_01028,24.77207673756896,93.28293636995608,negative_sample,Manipur,,none,none,0
negative_manipur_01029,24.883977628232223,93.03814080801016,negative_sample,Manipur,,none,none,0
negative_manipur_01030,24.610014038615027,93.9671972955148,negative_sample,Manipur,,none,none,0
negative_manipur_01031,24.60719006278668,93.07587452289347,negative_sample,Manipur,,none,none,0
negative_manipur_01032,24.320321141528556,93.69198462453949,negative_sample,Manipur,,none,none,0
negative_manipur_01033,24.173424859284353,93.32492334652721,negative_sample,Manipur,,none,none,0
negative_manipur_01034,24.807004119068807,94.29316506235722,negative_sample,Manipur,,none,none,0
negative_manipur_01035,24.535667567040377,93.95000521920223,negative_sample,Manipur,,none,none,0
negative_manipur_01036,24.086358612937058,93.85145281754306,negative_sample,Manipur,,none,none,0
negative_manipur_01037,24.345390392765456,93.70105406044505,negative_sample,Manipur,,none,none,0
negative_manipur_01038,25.143891453332675,93.4358760510268,negative_sample,Manipur,,none,none,0
negative_manipur_01039,24.943715914517515,93.93223573271386,negative_sample,Manipur,,none,none,0
negative_manipur_01040,24.830040162212764,92.9100036181397,negative_sample,Manipur,,none,none,0
negative_manipur_01041,24.27377839856526,93.8146533447381,negative_sample,Manipur,,none,none,0
negative_manipur_01042,25.317301346052414,94.3559548126468,negative_sample,Manipur,,none,none,0
negative_manipur_01043,24.932828301116267,93.47127569958035,negative_sample,Manipur,,none,none,0
negative_manipur_01044,25.19862184948823,93.55264118288147,negative_sample,Manipur,,none,none,0
negative_manipur_01045,24.165798767327605,93.50649763422331,negative_sample,Manipur,,none,none,0
negative_manipur_01046,24.5094280211212,94.0632383736676,negative_sample,Manipur,,none,none,0
negative_manipur_01047,24.140969192241737,93.7811589762035,negative_sample,Manipur,,none,none,0
negative_manipur_01048,24.99973675434523,93.32250349216518,negative_sample,Manipur,,none,none,0
negative_manipur_01049,24.381321648619874,94.13411680764798,negative_sample,Manipur,,none,none,0
negative_manipur_01050,24.354232397385143,93.3998358742943,negative_sample,Manipur,,none,none,0
negative_manipur_01051,24.67859843527651,93.12903857930505,negative_sample,Manipur,,none,none,0
negative_manipur_01052,24.206558383377107,93.14039946683697,negative_sample,Manipur,,none,none,0
negative_manipur_01053,24.998069162265384,92.96712914941581,negative_sample,Manipur,,none,none,0
negative_manipur_01054,25.01442718169585,93.9244838707636,negative_sample,Manipur,,none,none,0
negative_manipur_01055,24.48430354780362,94.2234799278543,negative_sample,Manipur,,none,none,0
negative_manipur_01056,25.150380593103435,94.492627840594,negative_sample,Manipur,,none,none,0
negative_manipur_01057,25.130337625752176,94.28173059546855,negative_sample,Manipur,,none,none,0
negative_manipur_01058,24.413372298481505,93.45410542457569,negative_sample,Manipur,,none,none,0
negative_manipur_01059,24.020629123294032,93.62625933100922,negative_sample,Manipur,,none,none,0
negative_manipur_01060,24.869838966327993,94.06776103501491,negative_sample,Manipur,,none,none,0
negative_manipur_01061,24.884067721501964,93.42192125333439,negative_sample,Manipur,,none,none,0
negative_manipur_01062,24.70343300613014,93.90667913822455,negative_sample,Manipur,,none,none,0
negative_manipur_01063,25.09364037849921,93.43044317001538,negative_sample,Manipur,,none,none,0
negative_manipur_01064,24.650894533551877,93.51669769341677,negative_sample,Manipur,,none,none,0
negative_manipur_01065,24.538046004714104,94.1001080241594,negative_sample,Manipur,,none,none,0
negative_manipur_01066,24.655287801283226,93.47830201752278,negative_sample,Manipur,,none,none,0
negative_manipur_01067,25.03146177400554,94.29410522650363,negative_sample,Manipur,,none,none,0
negative_manipur_01068,25.141915818957425,93.15730328661242,negative_sample,Manipur,,none,none,0
negative_manipur_01069,24.37982132768407,94.12362512588945,negative_sample,Manipur,,none,none,0
negative_manipur_01070,24.95022742855624,93.94449956735343,negative_sample,Manipur,,none,none,0
negative_manipur_01071,24.765840815137963,93.72759431609788,negative_sample,Manipur,,none,none,0
negative_manipur_01072,24.254520774977653,93.82565416831068,negative_sample,Manipur,,none,none,0
negative_manipur_01073,25.058944678148382,93.06224160846818,negative_sample,Manipur,,none,none,0
negative_manipur_01074,24.42462643451553,93.52330308331933,negative_sample,Manipur,,none,none,0
negative_manipur_01075,24.20441567156516,93.24865609685997,negative_sample,Manipur,,none,none,0
negative_manipur_01076,25.088844421648076,93.7785367202285,negative_sample,Manipur,,none,none,0
negative_manipur_01077,24.664393777968172,93.15187381973821,negative_sample,Manipur,,none,none,0
negative_manipur_01078,24.303594583498423,93.61397155445212,negative_sample,Manipur,,none,none,0
negative_manipur_01079,24.188921528328397,93.83725635351367,negative_sample,Manipur,,none,none,0
negative_manipur_01080,24.135706667463072,93.73469591432837,negative_sample,Manipur,,none,none,0
negative_manipur_01081,24.460140624670615,93.68980180688682,negative_sample,Manipur,,none,none,0
negative_manipur_01082,24.752107866180722,94.47317184891058,negative_sample,Manipur,,none,none,0
negative_manipur_01083,24.319431328103274,94.30730625211909,negative_sample,Manipur,,none,none,0
negative_manipur_01084,24.07293408129124,93.44228627175664,negative_sample,Manipur,,none,none,0
negative_manipur_01085,25.044775394122464,93.56963306775388,negative_sample,Manipur,,none,none,0
negative_manipur_01086,24.876498916150222,94.34378296312963,negative_sample,Manipur,,none,none,0
negative_manipur_01087,24.240216341462137,93.97639517375401,negative_sample,Manipur,,none,none,0
negative_manipur_01088,25.52744827159676,94.52812245597657,negative_sample,Manipur,,none,none,0
negative_manipur_01089,24.569893583725456,93.9322269355789,negative_sample,Manipur,,none,none,0
negative_manipur_01090,24.534498011404814,93.58566530437436,negative_sample,Manipur,,none,none,0
negative_manipur_01091,25.455831991108653,94.48201252982942,negative_sample,Manipur,,none,none,0
negative_manipur_01092,25.32254584303714,93.62997888749669,negative_sample,Manipur,,none,none,0
negative_manipur_01093,24.312291460726474,93.64487080631788,negative_sample,Manipur,,none,none,0
negative_manipur_01094,23.99226680841319,93.89042665120138,negative_sample,Manipur,,none,none,0
negative_manipur_01095,25.024666422343643,93.17908441200987,negative_sample,Manipur,,none,none,0
negative_manipur_01096,24.86800834710895,94.34464155344828,negative_sample,Manipur,,none,none,0
negative_manipur_01097,25.470158408173212,94.12405034110122,negative_sample,Manipur,,none,none,0
negative_manipur_01098,25.57248426589453,94.47292876507377,negative_sample,Manipur,,none,none,0
negative_manipur_01099,25.004949009127973,94.28133327562918,negative_sample,Manipur,,none,none,0
negative_manipur_01100,24.767889822187087,93.16843334115256,negative_sample,Manipur,,none,none,0
negative_manipur_01101,24.214942148485218,93.75646521430559,negative_sample,Manipur,,none,none,0
negative_manipur_01102,24.095490655180964,94.12931917918745,negative_sample,Manipur,,none,none,0
negative_manipur_01103,25.111442465214353,93.43730410392207,negative_sample,Manipur,,none,none,0
negative_manipur_01104,25.10664377260149,93.77503397580965,negative_sample,Manipur,,none,none,0
negative_manipur_01105,24.932836359219646,93.69573301747435,negative_sample,Manipur,,none,none,0
negative_manipur_01106,24.56967964457329,93.21754133961053,negative_sample,Manipur,,none,none,0
negative_manipur_01107,24.251709249679095,93.89757905468014,negative_sample,Manipur,,none,none,0
negative_manipur_01108,24.897993389930416,94.35931080370466,negative_sample,Manipur,,none,none,0
negative_manipur_01109,24.718634176613058,93.73369464085141,negative_sample,Manipur,,none,none,0
negative_manipur_01110,24.57056449295387,94.1733568772558,negative_sample,Manipur,,none,none,0
negative_manipur_01111,24.501640717697107,93.58201473168842,negative_sample,Manipur,,none,none,0
negative_manipur_01112,25.118627031216153,93.06920728743144,negative_sample,Manipur,,none,none,0
negative_manipur_01113,25.43260911756078,94.40844186319771,negative_sample,Manipur,,none,none,0
negative_manipur_01114,24.68964688783741,94.42285593691425,negative_sample,Manipur,,none,none,0
negative_manipur_01115,24.99438962513398,93.31614200072197,negative_sample,Manipur,,none,none,0
negative_manipur_01116,25.140305509662195,94.55991527667004,negative_sample,Manipur,,none,none,0
negative_manipur_01117,25.077696733936182,93.70706109081071,negative_sample,Manipur,,none,none,0
negative_manipur_01118,25.45500005656848,94.22206653781704,negative_sample,Manipur,,none,none,0
negative_manipur_01119,24.659206581970434,94.20477756947429,negative_sample,Manipur,,none,none,0
negative_manipur_01120,24.768391265045345,93.29674338521127,negative_sample,Manipur,,none,none,0
negative_manipur_01121,24.722836471550195,93.73138853292073,negative_sample,Manipur,,none,none,0
negative_manipur_01122,24.9968179422957,93.43507818815219,negative_sample,Manipur,,none,none,0
negative_manipur_01123,24.16127502510134,93.7538023018432,negative_sample,Manipur,,none,none,0
negative_manipur_01124,24.537765038400863,94.40135149804433,negative_sample,Manipur,,none,none,0
negative_manipur_01125,24.28671193515791,93.59157428198469,negative_sample,Manipur,,none,none,0
negative_manipur_01126,25.099383486556203,93.81564784983021,negative_sample,Manipur,,none,none,0
negative_manipur_01127,25.10226929270347,94.59446109304756,negative_sample,Manipur,,none,none,0
negative_manipur_01128,24.284759934666216,93.31657318309644,negative_sample,Manipur,,none,none,0
negative_manipur_01129,24.70771687686307,93.32972512911094,negative_sample,Manipur,,none,none,0
negative_manipur_01130,25.377595645192834,94.09817885277818,negative_sample,Manipur,,none,none,0
negative_manipur_01131,25.182967783290263,94.0107026633987,negative_sample,Manipur,,none,none,0
negative_manipur_01132,24.974902637019643,93.04274611022632,negative_sample,Manipur,,none,none,0
negative_manipur_01133,24.168315318245348,93.38067678568696,negative_sample,Manipur,,none,none,0
negative_manipur_01134,25.192587844451428,93.90415523519974,negative_sample,Manipur,,none,none,0
negative_manipur_01135,25.282129818128567,93.8220812328721,negative_sample,Manipur,,none,none,0
negative_manipur_01136,24.290011152131395,93.0880635822574,negative_sample,Manipur,,none,none,0
negative_manipur_01137,25.135708217702806,93.15036862181714,negative_sample,Manipur,,none,none,0
negative_manipur_01138,24.29680902526603,93.99313180898676,negative_sample,Manipur,,none,none,0
negative_manipur_01139,24.20782622860092,93.78020193988198,negative_sample,Manipur,,none,none,0
negative_manipur_01140,24.282168359702567,93.62346617750164,negative_sample,Manipur,,none,none,0
negative_manipur_01141,25.08112596065363,94.41771186941725,negative_sample,Manipur,,none,none,0
negative_manipur_01142,25.231671167960393,94.03093465186176,negative_sample,Manipur,,none,none,0
negative_manipur_01143,24.596676109125216,93.00157511669825,negative_sample,Manipur,,none,none,0
negative_manipur_01144,24.173410887137205,93.65486874612435,negative_sample,Manipur,,none,none,0
negative_manipur_01145,24.673011577148,93.55183872107999,negative_sample,Manipur,,none,none,0
negative_manipur_01146,24.58609871439711,93.90049202876344,negative_sample,Manipur,,none,none,0
negative_manipur_01147,24.464394698922135,93.72942513153939,negative_sample,Manipur,,none,none,0
negative_manipur_01148,24.891397375604708,94.37376087459837,negative_sample,Manipur,,none,none,0
negative_manipur_01149,25.44127425538602,93.7071487263324,negative_sample,Manipur,,none,none,0
negative_manipur_01150,25.28069487258566,94.34343552814188,negative_sample,Manipur,,none,none,0
negative_manipur_01151,24.717247042814442,94.06916990642445,negative_sample,Manipur,,none,none,0
negative_manipur_01152,25.195276085595356,94.05733043457688,negative_sample,Manipur,,none,none,0
negative_manipur_01153,24.416021149595668,93.33700138385665,negative_sample,Manipur,,none,none,0
negative_manipur_01154,24.397846729626174,93.69961113109808,negative_sample,Manipur,,none,none,0
negative_manipur_01155,25.172524684082532,94.0268824918524,negative_sample,Manipur,,none,none,0
negative_manipur_01156,25.117092197052727,93.73597261997435,negative_sample,Manipur,,none,none,0
negative_manipur_01157,25.1596116695102,93.20653836204443,negative_sample,Manipur,,none,none,0
negative_manipur_01158,24.386478865409703,94.11558616514361,negative_sample,Manipur,,none,none,0
negative_manipur_01159,25.350290603293935,93.82041935969302,negative_sample,Manipur,,none,none,0
negative_manipur_01160,25.154924022995306,93.25207719630156,negative_sample,Manipur,,none,none,0
negative_manipur_01161,24.94410228421619,93.53397316053966,negative_sample,Manipur,,none,none,0
negative_manipur_01162,24.64355158549814,94.25503519291637,negative_sample,Manipur,,none,none,0
negative_manipur_01163,24.519198218437182,93.2470516550898,negative_sample,Manipur,,none,none,0
negative_manipur_01164,25.153198126179188,94.40003784383342,negative_sample,Manipur,,none,none,0
negative_manipur_01165,25.028992004167357,93.26139580445044,negative_sample,Manipur,,none,none,0
negative_manipur_01166,25.038382583427722,93.27337453944638,negative_sample,Manipur,,none,none,0
negative_manipur_01167,24.722805834479303,93.60900522006457,negative_sample,Manipur,,none,none,0
negative_manipur_01168,25.386555323271196,93.86361117933772,negative_sample,Manipur,,none,none,0
negative_manipur_01169,24.891951686571378,93.88122735415938,negative_sample,Manipur,,none,none,0
negative_manipur_01170,25.181326907071263,93.12197212282341,negative_sample,Manipur,,none,none,0
negative_manipur_01171,24.718561478678055,93.06658300887013,negative_sample,Manipur,,none,none,0
negative_manipur_01172,25.01619374854514,94.1462318645861,negative_sample,Manipur,,none,none,0
negative_manipur_01173,24.4476346167131,93.17989862960721,negative_sample,Manipur,,none,none,0
negative_manipur_01174,24.086876228117845,93.7405794869499,negative_sample,Manipur,,none,none,0
negative_manipur_01175,24.032949885463037,94.09613964359305,negative_sample,Manipur,,none,none,0
negative_manipur_01176,24.230999786550573,93.62144887516753,negative_sample,Manipur,,none,none,0
negative_manipur_01177,24.911125882772257,93.01732438920993,negative_sample,Manipur,,none,none,0
negative_manipur_01178,24.866011967517405,92.8552041412758,negative_sample,Manipur,,none,none,0
negative_manipur_01179,24.408371070081422,94.12763651508192,negative_sample,Manipur,,none,none,0
negative_manipur_01180,24.573736531226686,93.08591331115511,negative_sample,Manipur,,none,none,0
negative_manipur_01181,24.527486184622898,93.6285366011174,negative_sample,Manipur,,none,none,0
negative_manipur_01182,24.77139424759293,93.85620718581788,negative_sample,Manipur,,none,none,0
negative_manipur_01183,25.420739073445432,93.93282102642476,negative_sample,Manipur,,none,none,0
negative_manipur_01184,24.942770524220954,93.98587833451072,negative_sample,Manipur,,none,none,0
negative_manipur_01185,24.97284489446527,93.5925809226162,negative_sample,Manipur,,none,none,0
negative_manipur_01186,25.19034353102056,93.61195898708246,negative_sample,Manipur,,none,none,0
negative_manipur_01187,24.935181613498877,94.31145479686163,negative_sample,Manipur,,none,none,0
negative_manipur_01188,24.24149532754681,94.17902859839587,negative_sample,Manipur,,none,none,0
negative_manipur_01189,24.371251642100912,93.67770242111897,negative_sample,Manipur,,none,none,0
negative_manipur_01190,25.084518224881883,93.26066337506839,negative_sample,Manipur,,none,none,0
negative_manipur_01191,25.26521975563364,93.59569643941714,negative_sample,Manipur,,none,none,0
negative_manipur_01192,24.387750589180115,93.24258232846482,negative_sample,Manipur,,none,none,0
negative_manipur_01193,24.59512061152416,92.96243088070183,negative_sample,Manipur,,none,none,0
negative_manipur_01194,24.1228929954652,94.14717958752503,negative_sample,Manipur,,none,none,0
negative_manipur_01195,24.3701252379482,94.1157363530659,negative_sample,Manipur,,none,none,0
negative_manipur_01196,24.132734443130254,93.73423120807456,negative_sample,Manipur,,none,none,0
negative_manipur_01197,25.34429501573692,93.55327194280929,negative_sample,Manipur,,none,none,0
negative_manipur_01198,24.397503486565046,94.28876128716611,negative_sample,Manipur,,none,none,0
negative_manipur_01199,24.904493466229432,93.97962322369501,negative_sample,Manipur,,none,none,0
negative_manipur_01200,25.0959308963982,93.16317992274044,negative_sample,Manipur,,none,none,0
negative_manipur_01201,24.89859817538779,94.42293678450659,negative_sample,Manipur,,none,none,0
negative_manipur_01202,24.38043503146718,94.25902700224302,negative_sample,Manipur,,none,none,0
negative_manipur_01203,25.10002936773421,93.01566106990076,negative_sample,Manipur,,none,none,0
negative_manipur_01204,24.582002520235495,94.26165276875568,negative_sample,Manipur,,none,none,0
negative_manipur_01205,24.50505292431631,93.1715338196195,negative_sample,Manipur,,none,none,0
negative_manipur_01206,24.11364286765117,93.95443350933354,negative_sample,Manipur,,none,none,0
negative_manipur_01207,24.809669446931863,94.03088013624792,negative_sample,Manipur,,none,none,0
negative_manipur_01208,24.567077447936974,93.7554133179004,negative_sample,Manipur,,none,none,0
negative_arunachal_pradesh_01209,27.681450547175366,95.59524006935708,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01210,27.798994972239214,95.68287865461745,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01211,27.450802073422206,93.56761883584146,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01212,27.705640251196566,94.25472322354075,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01213,27.042096746172028,95.08901992549654,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01214,28.573020469342893,94.65862216888284,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01215,27.522369491103195,92.86937920173258,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01216,27.79563551755464,94.48585146509323,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01217,28.558909848500075,96.09828405426866,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01218,27.3589397448329,93.9954940193283,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01219,27.010828973426,93.44906856229764,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01220,27.97646653877738,95.27579367350036,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01221,27.837223832015827,94.00626464843023,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01222,27.08697338677281,94.71740147163479,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01223,28.140551316383778,93.29703075365336,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01224,28.605734733651563,94.81766891982956,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01225,28.60886559971943,95.36308676237542,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01226,27.737651330473316,94.81015561259647,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01227,27.58077501494068,93.69325885384141,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01228,27.024525066080002,93.81296068943097,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01229,27.603974636344766,93.83979376495918,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01230,28.023857980859226,95.42100451684945,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01231,27.94532219197771,95.68262270895913,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01232,28.50972150369183,95.91365195691431,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01233,27.47578087757649,95.61678009240094,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01234,27.543114316237382,94.6816862249566,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01235,28.277738167689627,93.99169541105081,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01236,28.763454904995815,95.54388460175792,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01237,26.91799475091863,93.90911866549142,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01238,28.70819828841068,95.64675659076494,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01239,28.24647879796627,96.1826239461369,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01240,28.16851731347266,93.32529045972142,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01241,27.796396698900324,95.8075044678788,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01242,27.609464885677536,95.74810373949437,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01243,28.03509133425822,93.47599709946307,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01244,27.59445684269015,94.28545193332957,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01245,27.95702076059121,93.6998499768651,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01246,27.592167779541114,93.63104391917201,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01247,26.872025800461635,94.77041886133524,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01248,27.861310563998803,94.95547684479054,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01249,28.338618844272055,93.97994447055532,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01250,28.62152761064262,95.45161541805207,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01251,27.464963189117483,93.60279074308373,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01252,27.973911720349175,94.8419137917662,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01253,27.159804178707386,95.52122486523784,negative_sample,Arunachal Pradesh,,none,none,0
negative_arunachal_pradesh_01254,27.088660153854047,94.4750471622553,negative_sample,Arunachal Pradesh,,none,none,0
